ID;Status;AnzeigeName;Title;Type-Id;PT/AT Version;ZulassungStatus;Zulassung Ab;Zulassung Bis;Abgekündigt Seit;Definiert in Release
ML-119412;final;Trust Service Provider CVC;gemProdT_CVC_TSP_PTV_1.5.0-0;gemProdT_CVC_TSP;1.5.0-0;zulassungsfähig;2019-05-15;;;R3.1.0
ML-121510;final;Trust Service Provider CVC;gemProdT_CVC_TSP_PTV_1.5.1-0;gemProdT_CVC_TSP;1.5.1-0;zulassungsfähig;2021-06-30;;;gSMC-K_Laufzeitverlängerung
ML-119486;final;Zulassungsobjekt eGK-Objektsystem G2.1;gemProdT_eGK_ObjSys_G2_1_PTV_4.4.0-0;gemProdT_eGK_ObjSys_G2_1;4.4.0-0;gültig (keine Neuzulassung);2017-04-26;2017-10-22;;R1.6.4
ML-119487;final;Zulassungsobjekt eGK-Objektsystem G2.1;gemProdT_eGK_ObjSys_G2_1_PTV_4.4.1-1;gemProdT_eGK_ObjSys_G2_1;4.4.1-1;gültig (keine Neuzulassung);2018-05-18;2019-10-09;;R2.1.2
ML-119402;final;Zulassungsobjekt eGK-Objektsystem G2.1;gemProdT_eGK_ObjSys_G2_1_PTV_4.5.2-0;gemProdT_eGK_ObjSys_G2_1;4.5.2-0;zulassungsfähig;2019-10-09;;;R3.1.2
ML-119473;final;Zulassungsobjekt eGK-Objektsystem (G2);gemProdT_eGK_ObjSys_PTV_4.3.2;gemProdT_eGK_ObjSys;4.3.2;gültig (keine Neuzulassung);;;;R1.5.6
ML-119488;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK G2.1;gemProdT_eGK_PersVal_G2_1_PTV_4.3.0-0;gemProdT_eGK_PersVal_G2_1;4.3.0-0;gültig (keine Neuzulassung);2017-04-26;2018-05-18;;R1.6.4
ML-119489;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK G2.1;gemProdT_eGK_PersVal_G2_1_PTV_4.3.0-1;gemProdT_eGK_PersVal_G2_1;4.3.0-1;gültig (keine Neuzulassung);2018-05-18;2018-10-26;;R2.1.2
ML-119490;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK G2.1;gemProdT_eGK_PersVal_G2_1_PTV_4.4.0-0;gemProdT_eGK_PersVal_G2_1;4.4.0-0;gültig (keine Neuzulassung);2018-10-26;2019-05-15;;R2.1.3
ML-119491;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK G2.1;gemProdT_eGK_PersVal_G2_1_PTV_4.5.0-0;gemProdT_eGK_PersVal_G2_1;4.5.0-0;gültig (keine Neuzulassung);2019-05-15;2019-06-28;;R3.1.0
ML-119404;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK G2.1;gemProdT_eGK_PersVal_G2_1_PTV_4.5.1-0;gemProdT_eGK_PersVal_G2_1;4.5.1-0;zulassungsfähig;2019-06-28;;;R3.1.1
ML-119477;final;Bestätigungsgegenstand Personalisierungsvalidierung eGK (G2);gemProdT_eGK_PersVal_PTV_4.2.0;gemProdT_eGK_PersVal;4.2.0;gültig (keine Neuzulassung);;;;R1.5.6
ML-119478;geplant;Bestätigungsgegenstand Personalisierungsvalidierung eGK (G2);gemProdT_eGK_PersVal_PTV_4.2.0-3;gemProdT_eGK_PersVal;4.2.0-3;gültig (keine Neuzulassung);2018-05-18;2019-05-15;;R2.1.2
ML-119400;geplant;Bestätigungsgegenstand Personalisierungsvalidierung eGK (G2);gemProdT_eGK_PersVal_PTV_4.3.0-0;gemProdT_eGK_PersVal;4.3.0-0;zulassungsfähig;2019-05-15;;;R3.1.0
ML-119492;final;Bestätigungsgegenstand Sicherheit für die Herausgabe- und Nutzungsprozesse der eGK G2.1;gemProdT_eGK_Sich_G2_1_PTV_4.3.0-1;gemProdT_eGK_Sich_G2_1;4.3.0-1;gültig (keine Neuzulassung);2018-05-18;2019-05-15;;R2.1.2
ML-119403;final;Bestätigungsgegenstand Sicherheit für die Herausgabe- und Nutzungsprozesse der eGK G2.1;gemProdT_eGK_Sich_G2_1_PTV_4.4.0-0;gemProdT_eGK_Sich_G2_1;4.4.0-0;zulassungsfähig;2019-05-15;;;R3.1.0
ML-119474;final;Bestätigungsgegenstand Sicherheit für die Herausgabe- und Nutzungsprozesse der eGK (G2);gemProdT_eGK_Sich_PTV_4.1.0;gemProdT_eGK_Sich;4.1.0;gültig (keine Neuzulassung);;;;R1.5.6
ML-119475;final;Bestätigungsgegenstand Sicherheit für die Herausgabe- und Nutzungsprozesse der eGK (G2);gemProdT_eGK_Sich_PTV_4.2.0-0;gemProdT_eGK_Sich;4.2.0-0;gültig (keine Neuzulassung);2017-02-10;2018-05-18;;R1.6.3
ML-119476;final;Bestätigungsgegenstand Sicherheit für die Herausgabe- und Nutzungsprozesse der eGK (G2);gemProdT_eGK_Sich_PTV_4.2.0-1;gemProdT_eGK_Sich;4.2.0-1;gültig (keine Neuzulassung);2018-05-18;2018-10-26;;R2.1.2
ML-119506;final;eHealth-Kartenterminal;gemProdT_eHealth_KT_PTV_1.2.1-1;gemProdT_eHealth_KT;1.2.1-1;gültig (keine Neuzulassung);2017-10-23;2018-05-18;;R1.6.4-2
ML-119551;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_1.0.0-0;gemProdT_ePA_FdV;1.0.0-0;gültig (keine Neuzulassung);2020-04-27;2020-06-26;;R3.1.3 Hotfix 1
ML-119552;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_1.0.1-0;gemProdT_ePA_FdV;1.0.1-0;gültig (keine Neuzulassung);2020-06-26;2020-09-09;;R3.1.3  Hotfix 2
ML-119553;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_1.0.2-0;gemProdT_ePA_FdV;1.0.2-0;gültig (keine Neuzulassung);2020-09-09;2020-11-05;;R3.1.3 Hotfix 3
ML-119462;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_1.1.0-0;gemProdT_ePA_FdV;1.1.0-0;zulassungsfähig;2020-11-05;;;R3.1.3 Hotfix 6
ML-119461;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_2.2.0-0;gemProdT_ePA_FdV;2.2.0-0;EOL (EndOfLife);2021-03-05;2021-06-02;;R4.0.2
ML-121706;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_2.4.0-0;gemProdT_ePA_FdV;2.4.0-0;gültig (keine Neuzulassung);2021-07-09;2021-09-02;2021-12-31;ePA 2.0.4
ML-124030;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_2.5.0-0;gemProdT_ePA_FdV;2.5.0-0;gültig (keine Neuzulassung);2021-09-02;2021-10-04;;Konnektor-Maintenance-21.5
ML-124844;final;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_2.5.0-1;gemProdT_ePA_FdV;2.5.0-1;zulassungsfähig;2021-10-04;;;Release ePA_2.0.5
ML-125256;geplant;ePA-Frontend des Versicherten;gemProdT_ePA_FdV_PTV_2.5.0-1;gemProdT_ePA_FdV;2.5.0-1;in Vorbereitung;;;;Konnektor_PTV5_Maintenance
ML-122257;final;Apothekenverzeichnis;gemProdT_eRp_APOVZD_PTV_1.0.0-0;gemProdT_eRp_APOVZD;1.0.0-0;zulassungsfähig;2021-06-21;;;Release E-Rezept 1.1.0
ML-125214;Entwurf;Apothekenverzeichnis;gemProdT_eRp_APOVZD_PTV_1.0.0-x;gemProdT_eRp_APOVZD;1.0.0-x;zulassungsfähig;;;;TestRWE0815
ML-119463;final;E-Rezept-Fachdienst;gemProdT_eRp_FD_PTV_1.2.0-0;gemProdT_eRp_FD;1.2.0-0;abgekündigt;2021-03-05;2021-10-11;2021-10-11;R4.0.2
ML-125647;final;E-Rezept-Fachdienst;gemProdT_eRp_FD_PTV_1.3.0-0;gemProdT_eRp_FD;1.3.0-0;zulassungsfähig;2021-10-11;;;Release E-Rezept 1.1.0
ML-119464;final;E-Rezept-Frontend des Versicherten;gemProdT_eRp_FdV_PTV_1.2.0-0;gemProdT_eRp_FdV;1.2.0-0;abgekündigt;2021-03-05;2021-10-11;2021-10-11;R4.0.2
ML-125649;final;E-Rezept-Frontend des Versicherten;gemProdT_eRp_FdV_PTV_1.3.0-0;gemProdT_eRp_FdV;1.3.0-0;zulassungsfähig;2021-10-11;;;Release E-Rezept 1.1.0
ML-119558;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.2.2-0;gemProdT_FD_KOMLE;1.2.2-0;gültig (keine Neuzulassung);2018-07-13;2019-10-09;;R2.1.2-1
ML-119560;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.2.3-0;gemProdT_FD_KOMLE;1.2.3-0;gültig (keine Neuzulassung);2019-10-09;2020-06-30;;R2.1.2-1 + Errata 1 für KOM-LE
ML-119561;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.3.1-0;gemProdT_FD_KOMLE;1.3.1-0;EOL (EndOfLife);2019-10-09;2020-03-03;2021-08-17;R3.1.2
ML-119559;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.3.2-0;gemProdT_FD_KOMLE;1.3.2-0;gültig (keine Neuzulassung);2020-03-03;2020-11-12;;R3.1.3
ML-122053;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.3.4-0;gemProdT_FD_KOMLE;1.3.4-0;zulassungsfähig;2021-08-17;;;OPB Release 3.1.3-10
ML-119569;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.5.1-0;gemProdT_FD_KOMLE;1.5.1-0;EOL (EndOfLife);2021-03-05;2021-04-16;2021-04-20;R4.0.2
ML-119465;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.6.0-0;gemProdT_FD_KOMLE;1.6.0-0;gültig (keine Neuzulassung);2021-04-16;2021-08-17;;KIM 1.5.1
ML-123037;final;Fachdienst KOM-LE;gemProdT_FD_KOMLE_PTV_1.6.1-0;gemProdT_FD_KOMLE;1.6.1-0;zulassungsfähig;2021-08-17;;;KIM 1.5.1-3
ML-119469;final;Fachdienste VSDM nonGKV;gemProdT_FD_VSDM_nonGKV_PTV_1.0.0-0;gemProdT_FD_VSDM_nonGKV;1.0.0-0;zulassungsfähig;2021-03-25;;;R4.0.2
ML-119548;final;Fachdienste VSDM;gemProdT_FD_VSDM_PTV_1.6.2-0;gemProdT_FD_VSDM;1.6.2-0;gültig (keine Neuzulassung);2020-03-03;2020-11-12;;R3.1.3
ML-119466;final;Fachdienste VSDM;gemProdT_FD_VSDM_PTV_1.7.0-0;gemProdT_FD_VSDM;1.7.0-0;zulassungsfähig;2020-11-12;;;R4.0.1
ML-119414;final;gematik-Root-CA;gemProdT_gematik_Root_CA_PTV_1.5.1-0;gemProdT_gematik_Root_CA;1.5.1-0;zulassungsfähig;2019-10-09;;;R3.1.2
ML-119415;final;gematik-Root-CA;gemProdT_gematik_Root_CA_PTV_1.5.1-1;gemProdT_gematik_Root_CA;1.5.1-1;zulassungsfähig;2020-06-30;;;R4.0.0
ML-119482;final;Zulassungsobjekt gSMC-K-Objektsystem;gemProdT_gSMC-K_ObjSys_PTV_4.3.1;gemProdT_gSMC-K_ObjSys;4.3.1;gültig (keine Neuzulassung);2016-11-01;2017-02-10;;R1.6.2
ML-119483;final;Zulassungsobjekt gSMC-K-Objektsystem;gemProdT_gSMC-K_ObjSys_PTV_4.3.1-1;gemProdT_gSMC-K_ObjSys;4.3.1-1;gültig (keine Neuzulassung);2017-02-10;2018-05-18;;R1.6.3
ML-119401;final;Zulassungsobjekt gSMC-K-Objektsystem;gemProdT_gSMC-K_ObjSys_PTV_4.4.0-0;gemProdT_gSMC-K_ObjSys;4.4.0-0;gültig (keine Neuzulassung);2019-05-15;2021-07-01;;R3.1.0
ML-121498;final;Zulassungsobjekt gSMC-K-Objektsystem;gemProdT_gSMC-K_ObjSys_PTV_4.5.0-0;gemProdT_gSMC-K_ObjSys;4.5.0-0;zulassungsfähig;2021-07-01;;;Smartcard_Maintenance_21.1
ML-119409;final;Zulassungsobjekt gSMC-KT-Objektsystem;gemProdT_gSMC-KT_ObjSys_G2_1_PTV_4.4.1-2;gemProdT_gSMC-KT_ObjSys_G2_1;4.4.1-2;zulassungsfähig;2018-12-18;;;R3.0.0
ML-119484;final;Zulassungsobjekt gSMC-KT-Objektsystem;gemProdT_gSMC-KT_ObjSys_PTV_4.3.0;gemProdT_gSMC-KT_ObjSys;4.3.0;gültig (keine Neuzulassung);2016-11-01;2017-02-10;;R1.6.2
ML-119485;final;Zulassungsobjekt gSMC-KT-Objektsystem;gemProdT_gSMC-KT_ObjSys_PTV_4.3.0-1;gemProdT_gSMC-KT_ObjSys;4.3.0-1;gültig (keine Neuzulassung);2017-02-10;2018-05-18;;R1.6.3
ML-119406;final;HBA (personalisiert);gemProdT_HBA_G2_1_PTV_4.6.1-0;gemProdT_HBA_G2_1;4.6.1-0;gültig (keine Neuzulassung);2020-09-15;2021-07-01;;R4.0.0 Hotfix 1
ML-121500;final;HBA (personalisiert);gemProdT_HBA_G2_1_PTV_4.6.1-1;gemProdT_HBA_G2_1;4.6.1-1;zulassungsfähig;2021-07-01;;;Smartcards_Maintenance_21.1
ML-119405;final;Zulassungsobjekt HBA-Objektsystem;gemProdT_HBA_ObjSys_G2_1_PTV_4.7.1-0;gemProdT_HBA_ObjSys_G2_1;4.7.1-0;gültig (keine Neuzulassung);2020-09-15;2021-07-01;;R4.0.0 Hotfix 1
ML-121499;final;Zulassungsobjekt HBA-Objektsystem;gemProdT_HBA_ObjSys_G2_1_PTV_4.7.1-1;gemProdT_HBA_ObjSys_G2_1;4.7.1-1;zulassungsfähig;2021-07-01;;;Smartcards_Maintenance_21.1
ML-119479;final;Zulassungsobjekt HBA-Objektsystem;gemProdT_HBA_ObjSys_PTV_4.3.1;gemProdT_HBA_ObjSys;4.3.1;gültig (keine Neuzulassung);;;;R1.5.6
ML-119472;final;HBA (personalisiert);gemProdT_HBA_PTV_4.2.2-0;gemProdT_HBA;4.2.2-0;gültig (keine Neuzulassung);2018-10-26;2019-05-15;;R2.1.3
ML-119398;final;HBA (personalisiert);gemProdT_HBA_PTV_4.3.0-0;gemProdT_HBA;4.3.0-0;gültig (keine Neuzulassung);2019-05-15;2021-07-01;;R3.1.0
ML-119413;final;Identity Provider – Dienst;gemProdT_IDP-Dienst_PTV_2.1.0-0;gemProdT_IDP-Dienst;2.1.0-0;EOL (EndOfLife);2020-12-18;2021-06-14;2021-06-14;R4.0.1 Hotfix 1
ML-121143;final;Identity Provider – Dienst;gemProdT_IDP-Dienst_PTV_2.2.0-0;gemProdT_IDP-Dienst;2.2.0-0;zulassungsfähig;2021-06-14;;;IdP 2.2.0
ML-125190;geplant;Identity Provider - Dienst;gemProdT_IDP-Dienst_PTV_2.2.1;gemProdT_IDP-Dienst;2.2.1;in Vorbereitung;;;;Release Sektoraler IDP
ML-125191;geplant;Sektoraler Identity Provider;gemProdT_IDP-Sek_PTV_1.0.0;gemProdT_IDP-Sek;1.0.0;in Vorbereitung;;;;Release Sektoraler IDP
ML-119554;final;Intermediär VSDM;gemProdT_Intermediaer_VSDM_PTV_1.5.2-0;gemProdT_Intermediaer_VSDM;1.5.2-0;gültig (keine Neuzulassung);2017-04-26;2018-05-18;;R1.6.4
ML-119556;final;Intermediär VSDM;gemProdT_Intermediaer_VSDM_PTV_1.5.3-0;gemProdT_Intermediaer_VSDM;1.5.3-0;gültig (keine Neuzulassung);2018-05-18;2020-06-30;;R2.1.2
ML-119555;final;Intermediär VSDM;gemProdT_Intermediaer_VSDM_PTV_1.6.1-0;gemProdT_Intermediaer_VSDM;1.6.1-0;gültig (keine Neuzulassung);2019-10-09;2021-03-19;;R3.1.2
ML-119557;final;Intermediär VSDM;gemProdT_Intermediaer_VSDM_PTV_1.6.3-0;gemProdT_Intermediaer_VSDM;1.6.3-0;gültig (keine Neuzulassung);2020-06-30;2021-04-16;;R4.0.0
ML-119467;final;Intermediär VSDM;gemProdT_Intermediaer_VSDM_PTV_1.6.4-0;gemProdT_Intermediaer_VSDM;1.6.4-0;zulassungsfähig;2021-04-16;;;R4.0.2
ML-119499;final;Konnektor PTV1 (VSDM);gemProdT_Kon_PTV1_1.10.2-0;gemProdT_Kon_PTV1;1.10.2-0;gültig (keine Neuzulassung);2017-10-23;2017-12-05;;R1.6.4-2
ML-119500;final;Konnektor PTV1 (VSDM);gemProdT_Kon_PTV1_1.10.3-0;gemProdT_Kon_PTV1;1.10.3-0;gültig (keine Neuzulassung);2017-12-06;2019-10-09;;R1.6.4-3 Konnektor PTV1-Errata  (1,2,3,4)
ML-119501;final;Konnektor PTV1 (VSDM);gemProdT_Kon_PTV1_1.10.3-1;gemProdT_Kon_PTV1;1.10.3-1;gültig (keine Neuzulassung);;;;R1.6.4-3+ Konnektor PTV1-Errata  (1,2,3,4,5)
ML-119502;final;Konnektor PTV3 (eMP/AMTS, NFDM);gemProdT_Kon_PTV3_3.6.0-0;gemProdT_Kon_PTV3;3.6.0-0;gültig (keine Neuzulassung);2019-11-26;2020-02-04;;R2.1.3-1 + Konnektor PTV3-Errata (1,2,3,4)
ML-119503;final;Konnektor PTV3 (eMP/AMTS, NFDM);gemProdT_Kon_PTV3_3.6.0-2;gemProdT_Kon_PTV3;3.6.0-2;gültig (keine Neuzulassung);2020-03-03;2020-09-18;;R2.1.3-1 + Konnektor PTV3-Errata (1,2,3,4,5,6)
ML-119416;final;Konnektor PTV3 (eMP/AMTS, NFDM);gemProdT_Kon_PTV3_3.6.1-0;gemProdT_Kon_PTV3;3.6.1-0;zulassungsfähig;2020-09-18;;;R2.1.3-1 + Konnektor PTV3-Errata (1,2,3,4,5,6,7)
ML-119504;final;Konnektor PTV4 (ePA);gemProdT_Kon_PTV4_4.8.1-0;gemProdT_Kon_PTV4;4.8.1-0;gültig (keine Neuzulassung);2020-12-04;2021-01-14;;R3.1.3 Hotfix 7
ML-119417;final;Konnektor PTV4 (ePA)2);gemProdT_Kon_PTV4_4.8.2-0;gemProdT_Kon_PTV4;4.8.2-0;zulassungsfähig;2021-01-14;;;R3.1.3 Hotfix 8
ML-119567;final;Konnektor PTV4 Plus (ePA);gemProdT_Kon_PTV4_4.80.2-0;gemProdT_Kon_PTV4;4.80.2-0;EOL (EndOfLife);2021-01-14;2021-04-07;;R3.1.3 Hotfix 8
ML-120395;final;Konnektor PTV4 (ePA + Komfortsignatur);gemProdT_Kon_PTV4Plus_4.80.2-0;gemProdT_Kon_PTV4Plus;4.80.2-0;EOL (EndOfLife);2021-01-14;2021-04-07;2021-05-12;R3.1.3 Hotfix 8
ML-119418;final;Konnektor PTV4 (ePA + Komfortsignatur);gemProdT_Kon_PTV4Plus_4.80.3-0;gemProdT_Kon_PTV4Plus;4.80.3-0;zulassungsfähig;2021-04-07;;;R3.1.3 Hotfix 9
ML-121511;final;Konnektor PTV5 (ePA 2.0 + Komfortsignatur);gemProdT_Kon_PTV5_5.0.0-0;gemProdT_Kon_PTV5;5.0.0-0;EOL (EndOfLife);2021-06-30;2021-07-14;2021-07-14;gSMC-K-Laufzeitverlängerung, Konn_Maintenance_21.1/21.2/21.3
ML-121990;final;Konnektor PTV5 (ePA 2.0 + Komfortsignatur);gemProdT_Kon_PTV5_5.0.1-0;gemProdT_Kon_PTV5;5.0.1-0;EOL (EndOfLife);2021-07-14;2021-09-02;2021-09-02;Hotfix 1 zu gSMC-K-Laufzeitverlängerung, Konn_Maintenance_21.1/21.2/21.3
ML-124032;final;Konnektor PTV5 (ePA 2.0 + Komfortsignatur);gemProdT_Kon_PTV5_5.0.2-0;gemProdT_Kon_PTV5;5.0.2-0;zulassungsfähig;2021-09-02;;;Konnektor-Maintenance-21.5
ML-125258;geplant;Konnektor PTV5 (ePA 2.0 + Komfortsignatur);gemProdT_Kon_PTV5_5.0.2-0;gemProdT_Kon_PTV5;5.0.2-0;in Vorbereitung;;;;Konnektor_PTV5_Maintenance
ML-124821;Entwurf;Highspeed Konnektor;gemProdT_Konn_Highspeed_PTV_1.0.x-0;gemProdT_Konn_Highspeed;1.0.x-0;in Vorbereitung;;;;TEST RWE PROD 1
ML-119505;final;Konfigurationsdienst;gemProdT_KSR_PTV_1.8.1-0;gemProdT_KSR;1.8.1-0;gültig (keine Neuzulassung);2018-05-18;2018-12-18;;
ML-119420;final;Konfigurationsdienst;gemProdT_KSR_PTV_1.8.2-0;gemProdT_KSR;1.8.2-0;zulassungsfähig;2019-05-15;;;R3.1.0
